title,url,matching_questions,similarity
Questions have arisen about Trump's Cabinet picks. Here's how Republicans and voters feel about them,https://www.youtube.com/watch?v=CaBSXExh9GU,Will Trump nominate Stephen Hahn for FDA Commissioner?,0.4900660812854767
Questions have arisen about Trump's Cabinet picks. Here's how Republicans and voters feel about them,https://www.youtube.com/watch?v=CaBSXExh9GU,Will Trump nominate Robert Lighthizer for Treasury Secretary?,0.4867885410785675
Questions have arisen about Trump's Cabinet picks. Here's how Republicans and voters feel about them,https://www.youtube.com/watch?v=CaBSXExh9GU,Will Trump nominate William J. Pulte for HUD Secretary?,0.48559120297431946
Questions have arisen about Trump's Cabinet picks. Here's how Republicans and voters feel about them,https://www.youtube.com/watch?v=CaBSXExh9GU,Will Trump nominate Glenn Youngkin for Education Secretary?,0.48344388604164124
Questions have arisen about Trump's Cabinet picks. Here's how Republicans and voters feel about them,https://www.youtube.com/watch?v=CaBSXExh9GU,Will Trump nominate Doug Burgum for Energy Secretary?,0.48227864503860474
Questions have arisen about Trump's Cabinet picks. Here's how Republicans and voters feel about them,https://www.youtube.com/watch?v=CaBSXExh9GU,Will Andrew Bailey be Trump's Attorney General?,0.48122063279151917
Questions have arisen about Trump's Cabinet picks. Here's how Republicans and voters feel about them,https://www.youtube.com/watch?v=CaBSXExh9GU,Will Trump nominate Ryan Walters for Education Secretary?,0.47974255681037903
Questions have arisen about Trump's Cabinet picks. Here's how Republicans and voters feel about them,https://www.youtube.com/watch?v=CaBSXExh9GU,Will Trump nominate Steven Mnuchin for Treasury Secretary?,0.479417622089386
Questions have arisen about Trump's Cabinet picks. Here's how Republicans and voters feel about them,https://www.youtube.com/watch?v=CaBSXExh9GU,Will Trump nominate Howard Lutnick for Treasury Secretary?,0.4784558415412903
Questions have arisen about Trump's Cabinet picks. Here's how Republicans and voters feel about them,https://www.youtube.com/watch?v=CaBSXExh9GU,Will Ken Paxton be Trump's Attorney General?,0.47749829292297363
Questions have arisen about Trump's Cabinet picks. Here's how Republicans and voters feel about them,https://www.youtube.com/watch?v=CaBSXExh9GU,Will Trump nominate Ted McKinney for Agriculture Secretary?,0.477186381816864
Questions have arisen about Trump's Cabinet picks. Here's how Republicans and voters feel about them,https://www.youtube.com/watch?v=CaBSXExh9GU,Will Trump nominate Dana Wade for HUD Secretary?,0.4770812392234802
Questions have arisen about Trump's Cabinet picks. Here's how Republicans and voters feel about them,https://www.youtube.com/watch?v=CaBSXExh9GU,Will Trump nominate Bill Hagerty for Treasury Secretary?,0.4745221734046936
Questions have arisen about Trump's Cabinet picks. Here's how Republicans and voters feel about them,https://www.youtube.com/watch?v=CaBSXExh9GU,Will Mike Lee be Trump's Attorney General?,0.4727460741996765
Questions have arisen about Trump's Cabinet picks. Here's how Republicans and voters feel about them,https://www.youtube.com/watch?v=CaBSXExh9GU,Will Trump nominate Joseph Gulfo for FDA Commissioner?,0.472083181142807
Questions have arisen about Trump's Cabinet picks. Here's how Republicans and voters feel about them,https://www.youtube.com/watch?v=CaBSXExh9GU,Trump nominates Elon Musk to Cabinet?,0.4677470028400421
Questions have arisen about Trump's Cabinet picks. Here's how Republicans and voters feel about them,https://www.youtube.com/watch?v=CaBSXExh9GU,Will Trump nominate Ben Carson for Education Secretary?,0.4676823318004608
Questions have arisen about Trump's Cabinet picks. Here's how Republicans and voters feel about them,https://www.youtube.com/watch?v=CaBSXExh9GU,Will Trump nominate Larry Kudlow for Treasury Secretary?,0.4648333787918091
Questions have arisen about Trump's Cabinet picks. Here's how Republicans and voters feel about them,https://www.youtube.com/watch?v=CaBSXExh9GU,Will Trump nominate Bryan Slater for Labor Secretary?,0.46038585901260376
Questions have arisen about Trump's Cabinet picks. Here's how Republicans and voters feel about them,https://www.youtube.com/watch?v=CaBSXExh9GU,Will Trump nominate Scott Gottlieb for FDA Commissioner?,0.45830297470092773
Questions have arisen about Trump's Cabinet picks. Here's how Republicans and voters feel about them,https://www.youtube.com/watch?v=CaBSXExh9GU,Will Trump nominate Rick Perry for Energy Secretary?,0.4577600955963135
Questions have arisen about Trump's Cabinet picks. Here's how Republicans and voters feel about them,https://www.youtube.com/watch?v=CaBSXExh9GU,Will Trump nominate Andrew Puzder for Labor Secretary?,0.45682597160339355
Questions have arisen about Trump's Cabinet picks. Here's how Republicans and voters feel about them,https://www.youtube.com/watch?v=CaBSXExh9GU,Will Trump nominate Jamie Dimon for Treasury Secretary?,0.454319030046463
Questions have arisen about Trump's Cabinet picks. Here's how Republicans and voters feel about them,https://www.youtube.com/watch?v=CaBSXExh9GU,Will Trump nominate Garret Graves for Transportation Secretary?,0.4542916417121887
Questions have arisen about Trump's Cabinet picks. Here's how Republicans and voters feel about them,https://www.youtube.com/watch?v=CaBSXExh9GU,Will Trump nominate Robert Lighthizer for Commerce Secretary?,0.4534028470516205
Questions have arisen about Trump's Cabinet picks. Here's how Republicans and voters feel about them,https://www.youtube.com/watch?v=CaBSXExh9GU,Will Trump nominate Sam Graves for Transportation Secretary?,0.45300787687301636
Questions have arisen about Trump's Cabinet picks. Here's how Republicans and voters feel about them,https://www.youtube.com/watch?v=CaBSXExh9GU,Will Trump nominate Bill Hagerty for Commerce Secretary?,0.45195382833480835
Questions have arisen about Trump's Cabinet picks. Here's how Republicans and voters feel about them,https://www.youtube.com/watch?v=CaBSXExh9GU,Will Will Levi be Trump's Attorney General?,0.4516583979129791
Questions have arisen about Trump's Cabinet picks. Here's how Republicans and voters feel about them,https://www.youtube.com/watch?v=CaBSXExh9GU,Will Trump nominate Nicole Shanahan for FDA Commissioner?,0.44942113757133484
Questions have arisen about Trump's Cabinet picks. Here's how Republicans and voters feel about them,https://www.youtube.com/watch?v=CaBSXExh9GU,Will Todd Blanche be Trump's Attorney General?,0.4492865204811096
Questions have arisen about Trump's Cabinet picks. Here's how Republicans and voters feel about them,https://www.youtube.com/watch?v=CaBSXExh9GU,Will Trump nominate Cindy Hyde-Smith for Agriculture Secretary?,0.4457402527332306
Questions have arisen about Trump's Cabinet picks. Here's how Republicans and voters feel about them,https://www.youtube.com/watch?v=CaBSXExh9GU,Will Trump nominate David Friedberg for FDA Commissioner?,0.44520652294158936
Questions have arisen about Trump's Cabinet picks. Here's how Republicans and voters feel about them,https://www.youtube.com/watch?v=CaBSXExh9GU,Will Trump nominate Jim O'Neill for FDA Commissioner?,0.4447918236255646
Questions have arisen about Trump's Cabinet picks. Here's how Republicans and voters feel about them,https://www.youtube.com/watch?v=CaBSXExh9GU,Will Trump nominate Patrick Pizzella for Labor Secretary?,0.4438279867172241
Questions have arisen about Trump's Cabinet picks. Here's how Republicans and voters feel about them,https://www.youtube.com/watch?v=CaBSXExh9GU,Will Matt Gaetz be Trump's Attorney General?,0.44353410601615906
Questions have arisen about Trump's Cabinet picks. Here's how Republicans and voters feel about them,https://www.youtube.com/watch?v=CaBSXExh9GU,Will Trump nominate Paul Dabbar for Energy Secretary?,0.44239938259124756
Questions have arisen about Trump's Cabinet picks. Here's how Republicans and voters feel about them,https://www.youtube.com/watch?v=CaBSXExh9GU,Will Trump nominate John Paulson for Treasury Secretary?,0.4397816061973572
Questions have arisen about Trump's Cabinet picks. Here's how Republicans and voters feel about them,https://www.youtube.com/watch?v=CaBSXExh9GU,Will Doug Burgum be a member of the Trump administration?,0.4174400568008423
Questions have arisen about Trump's Cabinet picks. Here's how Republicans and voters feel about them,https://www.youtube.com/watch?v=CaBSXExh9GU,Will Trump formally nominate Tulsi Gabbard to the cabinet?,0.4097035825252533
Questions have arisen about Trump's Cabinet picks. Here's how Republicans and voters feel about them,https://www.youtube.com/watch?v=CaBSXExh9GU,Will Trump use a recess appointment for Matt Gaetz?,0.40851086378097534
Questions have arisen about Trump's Cabinet picks. Here's how Republicans and voters feel about them,https://www.youtube.com/watch?v=CaBSXExh9GU,Will Trump nominate Betsy DeVos for Education Secretary?,0.4066137671470642
Questions have arisen about Trump's Cabinet picks. Here's how Republicans and voters feel about them,https://www.youtube.com/watch?v=CaBSXExh9GU,Will Trump remove FBI director Christopher Wray?,0.40642207860946655
Questions have arisen about Trump's Cabinet picks. Here's how Republicans and voters feel about them,https://www.youtube.com/watch?v=CaBSXExh9GU,Will Trump nominate Elise Stefanik for Education Secretary?,0.40419596433639526
Ex-FBI deputy director on why he thinks Kash Patel is profoundly incapable' of running the FBI,https://www.youtube.com/watch?v=4m9ajWcpgE0,Will Trump remove FBI director Christopher Wray?,0.5319676995277405
Ex-FBI deputy director on why he thinks Kash Patel is profoundly incapable' of running the FBI,https://www.youtube.com/watch?v=4m9ajWcpgE0,Will Christopher Miller be Trump's Defense Secretary?,0.5064889192581177
