title,url,matching_questions,similarity,yes_price,upload_date,condition_id,end_date
"Zelenskyy was insulting to the US, White House official Stephen Miller says",https://www.youtube.com/watch?v=AghddzMiRV0,Will Zelenskyy apologize to Trump by Sunday?,0.6211379170417786,0.195,2025-03-01T05:30:03Z,0x743a7044ad2898f6a5111615d43cdd5e52106705e8caaa29f43bc46cedce874e,2025-03-02T00:00:00Z
Jesse Watters: Zelenskyy really screwed up,https://www.youtube.com/watch?v=7kWvW98PRxU,Will Zelenskyy apologize to Trump by Sunday?,0.6015805006027222,0.195,2025-03-01T02:45:00Z,0x743a7044ad2898f6a5111615d43cdd5e52106705e8caaa29f43bc46cedce874e,2025-03-02T00:00:00Z
Zelenskyy asked whether he owes Trump an apology,https://www.youtube.com/watch?v=GfqLcBwUT_E,"Will Donald Trump say ""Ukraine"" 10+ times during his presser with Zelenskyy on Feb 28?",0.6303414702415466,0.5,2025-02-28T23:45:06Z,0x85c80acf0f799292313efc6a705afa3044f72d88cc55f0a44dfb4eaaacdb56dc,2025-02-28T00:00:00Z
"Pam Bondi wants transparency on the Epstein files, David Schoen says",https://www.youtube.com/watch?v=nBykeh0FlbA,Will FBI send Pam Bondi the full Epstein files by Friday?,0.6479887962341309,0.35,2025-02-28T10:15:05Z,0x2f6217c60bf985ceb11d13d272057d7ba4fc99afbcb119c1403b6efe389052f5,2025-03-07T00:00:00Z
"Pam Bondi wants transparency on the Epstein files, David Schoen says",https://www.youtube.com/watch?v=nBykeh0FlbA,Will FBI send Pam Bondi the full Epstein files by Friday?,0.6479887962341309,0.35,2025-02-28T10:15:05Z,0x288d8da5ddc4ec44a5a5f4844619e3212cc44c4bda3e7d14026e7b78d7617c1f,2025-03-31T00:00:00Z
First wave of Jeffrey Epstein files released,https://www.youtube.com/watch?v=i9M7SlJ0L_U,Trump releases Epstein list today?,0.6408770084381104,0.815,2025-02-28T00:46:29Z,0x6a1048bfe5eb87c5529277963b33d42a40ee2c8478c8bc6307352e27bec8e221,2025-02-27T00:00:00Z
Ukraine's Zelenskyy to sign mineral deal during Trump White House visit,https://www.youtube.com/watch?v=hrnTp1Pkl-I,Will Trump meet with Zelenskyy before July?,0.7071220278739929,0.9835,2025-02-26T13:15:08Z,0xbd1c9c355583f950c76a09bb2e305789043712121800bb5a7abe491a5ee58871,2025-06-30T00:00:00Z
Ukraine's Zelenskyy to sign mineral deal during Trump White House visit,https://www.youtube.com/watch?v=hrnTp1Pkl-I,Will Trump meet with Volodymyr Zelenskyy in 2025?,0.6357927322387695,0.994,2025-02-26T13:15:08Z,0x83769fd5022537ff59ca1ccfdfb1c9915983788003e00e905508e22e67404f28,2025-12-31T00:00:00Z
Ukraine's Zelenskyy to sign mineral deal during Trump White House visit,https://www.youtube.com/watch?v=hrnTp1Pkl-I,Will Trump meet with Volodymyr Zelenskyy in his first 100 days?,0.6194298267364502,0.981,2025-02-26T13:15:08Z,0xe8834c7ad3a6f044bd8657185dfdccd74d34e5914c7b7b187cd983224553b3ba,2025-04-29T00:00:00Z
Ukraine's Zelenskyy to sign mineral deal during Trump White House visit,https://www.youtube.com/watch?v=hrnTp1Pkl-I,Will Putin meet with Trump in February?,0.6188960075378418,0.0075,2025-02-26T13:15:08Z,0x5fe83440137f17378fff7e1e00147fe1759414a97d184e2c0ae5d113c17c2cf3,2025-02-28T00:00:00Z
AG Pam Bondi reviews classified Epstein documents,https://www.youtube.com/watch?v=QBnngnwukBU,Trump declassifies Epstein list in first 100 days?,0.6392892599105835,0.645,2025-02-22T17:00:26Z,0x84f234a88cc4f71f0d83fa8d4530dd30e9da4eb58af796d0f0e5d60d19ef2fbc,2025-04-29T00:00:00Z
Trump SPARS with Hochul: This is a disaster,https://www.youtube.com/watch?v=qIbOgoMd7Xg,Will Trump halt NYC congestion pricing before April?,0.6108090281486511,0.9505,2025-02-21T19:00:42Z,0x9c4bdd9bc5b6f3ba2e9fc8b7f37df79a35736bef4ac2ce71e870bb7b884798b3,2025-03-31T00:00:00Z
NY gov melts down after Trump ends congestion pricing,https://www.youtube.com/watch?v=A-DUnH67A8E,Will Trump halt NYC congestion pricing before April?,0.6936861872673035,0.977,2025-02-20T14:30:04Z,0x9c4bdd9bc5b6f3ba2e9fc8b7f37df79a35736bef4ac2ce71e870bb7b884798b3,2025-03-31T00:00:00Z
NEW: Trump designates Venezuelan gang as terror organization,https://www.youtube.com/watch?v=NjnuCBLAWbI,Will Trump list the Sinaloa Cartel as a terrorist organization before April?,0.649931788444519,0.9405,2025-02-19T16:15:06Z,0xc0278fa94d088455a7d75187f9e27774e5bb33edb14af26143d23e117d633d8b,2025-03-31T00:00:00Z
NEW: Trump designates Venezuelan gang as terror organization,https://www.youtube.com/watch?v=NjnuCBLAWbI,Will Trump list the Tren de Aragua as a terrorist organization before April?,0.620792031288147,0.9655,2025-02-19T16:15:06Z,0x861c998374c15081dfb030cc5c740bf830e5223dde065ade50acf1e0e1c9ad5a,2025-03-31T00:00:00Z
NEW: Trump designates Venezuelan gang as terror organization,https://www.youtube.com/watch?v=NjnuCBLAWbI,Will Trump list the Gulf Cartel as a terrorist organization before April?,0.602515697479248,0.925,2025-02-19T16:15:06Z,0x8bf941a9c55903fb2ebf4718c2c3dc289497923eabdaa3ff0678b97e48371cc3,2025-03-31T00:00:00Z
Kayleigh McEnany: This is a BIG win for President Trump,https://www.youtube.com/watch?v=BuunSuomBu0,Will fewer than 50k federal employees accept the buyout?,0.809239387512207,0.066,2025-02-13T21:00:08Z,0x19489d6de9495485e7e11e37401b22759cb981f558913e5b9ebe30ae8630b09a,2025-02-28T00:00:00Z
Kayleigh McEnany: This is a BIG win for President Trump,https://www.youtube.com/watch?v=BuunSuomBu0,Will 100-150k federal employees accept the buyout?,0.8071355819702148,0.0985,2025-02-13T21:00:08Z,0xedead3c227817a54134cc77169e0af303054c1fa0b772c32e6f7aa713bc62763,2025-02-28T00:00:00Z
Kayleigh McEnany: This is a BIG win for President Trump,https://www.youtube.com/watch?v=BuunSuomBu0,Will 50-100k federal employees accept the buyout?,0.8063062429428101,0.715,2025-02-13T21:00:08Z,0x4616f95d0646b9410ac44f38a47992cd1c9f054ce58238250c7374c0c080e469,2025-02-28T00:00:00Z
Kayleigh McEnany: This is a BIG win for President Trump,https://www.youtube.com/watch?v=BuunSuomBu0,Will 500k or more federal employees accept the buyout?,0.8038688898086548,0.0045,2025-02-13T21:00:08Z,0xa4e4b97bb1a82d77496b0aeda43de5b24f8c0c5c3186d42e56d6a0c2d578234c,2025-02-28T00:00:00Z
Kayleigh McEnany: This is a BIG win for President Trump,https://www.youtube.com/watch?v=BuunSuomBu0,Will 150-200k federal employees accept the buyout?,0.8013389110565186,0.013,2025-02-13T21:00:08Z,0x4cc059a109f32baae6fcc0dfd71625e8590ea59f28f1d70867f2c9f3165230cf,2025-02-28T00:00:00Z
Kayleigh McEnany: This is a BIG win for President Trump,https://www.youtube.com/watch?v=BuunSuomBu0,Will 300-350k federal employees accept the buyout?,0.7893900871276855,0.0065,2025-02-13T21:00:08Z,0x971aebeab4008de640468d9c380c02e82d7e00dae7c4416d959c34ed0de2b854,2025-02-28T00:00:00Z
Kayleigh McEnany: This is a BIG win for President Trump,https://www.youtube.com/watch?v=BuunSuomBu0,Will 200-250k federal employees accept the buyout?,0.7882921695709229,0.0095,2025-02-13T21:00:08Z,0x972c866e5da0a54b186a346fc8710fc43ae749b80d4be5f0ab04d5a6d75e1c5f,2025-02-28T00:00:00Z
Kayleigh McEnany: This is a BIG win for President Trump,https://www.youtube.com/watch?v=BuunSuomBu0,Will 250-300k federal employees accept the buyout?,0.7870862483978271,0.016,2025-02-13T21:00:08Z,0x90c0478ad29eebf8d3ecb951ee5b5f111dceaf24ca06efa88811580b9c9680f0,2025-02-28T00:00:00Z
Kayleigh McEnany: This is a BIG win for President Trump,https://www.youtube.com/watch?v=BuunSuomBu0,Will 350-400k federal employees accept the buyout?,0.7864289283752441,0.0065,2025-02-13T21:00:08Z,0x9b94a7cd007ad2acd9cbeeb2ddb31280edfd6df836772661cdfa30b5e10a9f1f,2025-02-28T00:00:00Z
Kayleigh McEnany: This is a BIG win for President Trump,https://www.youtube.com/watch?v=BuunSuomBu0,Will 450-500k federal employees accept the buyout?,0.7809387445449829,0.002,2025-02-13T21:00:08Z,0x82db1ee057ca73c05f8fde8df2ed5066311a7736e31f508d3c66997553062d7b,2025-02-28T00:00:00Z
Kayleigh McEnany: This is a BIG win for President Trump,https://www.youtube.com/watch?v=BuunSuomBu0,Will 400-450k federal employees accept the buyout?,0.7765816450119019,0.004,2025-02-13T21:00:08Z,0xaadb4d510fd0816f019905d632d8cd705baa88683f2dc8994134e5cabe2fc9f2,2025-02-28T00:00:00Z
"ICE raid leaks could be coming from FBI, border czar Tom Homan warns",https://www.youtube.com/watch?v=fQ9tfsDHi7k,Will Tulsi Gabbard be Trump’s Director of National Intelligence?,0.6836252808570862,0.992,2025-02-11T12:45:06Z,0x0d3ca85decaa77f98d533502a49408d283e45cd0795354c3b3775cd0b649fed4,2025-12-31T00:00:00Z
"ICE raid leaks could be coming from FBI, border czar Tom Homan warns",https://www.youtube.com/watch?v=fQ9tfsDHi7k,Will Mitch McConnell vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,0.6551641225814819,0.105,2025-02-11T12:45:06Z,0x5146367d7aae81f7344de300f877a47ab986f492aef4943bccae5c7e3b423cb8,2025-12-31T00:00:00Z
"ICE raid leaks could be coming from FBI, border czar Tom Homan warns",https://www.youtube.com/watch?v=fQ9tfsDHi7k,Will Cynthia Lummis vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,0.6459207534790039,0.9865,2025-02-11T12:45:06Z,0x56be74a9c5e65b5b41d885e5749637839113e5cb0fcc8051e802e12f1bf26581,2025-12-31T00:00:00Z
"ICE raid leaks could be coming from FBI, border czar Tom Homan warns",https://www.youtube.com/watch?v=fQ9tfsDHi7k,Will Bill Cassidy vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,0.6425710916519165,0.994,2025-02-11T12:45:06Z,0xadfd1382dade5ab44065520c657a24160a30cbcb32e5c02d1cb4d94447c985a9,2025-12-31T00:00:00Z
"ICE raid leaks could be coming from FBI, border czar Tom Homan warns",https://www.youtube.com/watch?v=fQ9tfsDHi7k,Will Joni Ernst vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,0.6379812955856323,0.9885,2025-02-11T12:45:06Z,0xa19db45877c87240459363cf1f510c4404b7af846df01de88060f95fc76aa2e8,2025-12-31T00:00:00Z
"ICE raid leaks could be coming from FBI, border czar Tom Homan warns",https://www.youtube.com/watch?v=fQ9tfsDHi7k,Tulsi Gabbard confirmed as Director of National Intelligence?,0.6371146440505981,0.993,2025-02-11T12:45:06Z,0xe8e3ca717d93be1f6fccea2cc168aeea15f2568466f37121d780efe32eae33e1,2025-06-30T00:00:00Z
"ICE raid leaks could be coming from FBI, border czar Tom Homan warns",https://www.youtube.com/watch?v=fQ9tfsDHi7k,Will John Fetterman vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,0.6281514167785645,0.0085,2025-02-11T12:45:06Z,0xfcd7e50f3d9c718ac9e2046868d9131073b2eeeadf94ac7cae18c22fdd1828f8,2025-12-31T00:00:00Z
"ICE raid leaks could be coming from FBI, border czar Tom Homan warns",https://www.youtube.com/watch?v=fQ9tfsDHi7k,Will Susan Collins vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,0.6253973245620728,0.9905,2025-02-11T12:45:06Z,0xe92fcf67ce0b4a2636b331a795dd85c66b9403546742aa829af562e347058e3d,2025-12-31T00:00:00Z
"ICE raid leaks could be coming from FBI, border czar Tom Homan warns",https://www.youtube.com/watch?v=fQ9tfsDHi7k,Will Lisa Murkowski  vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,0.6219687461853027,0.8205,2025-02-11T12:45:06Z,0x25db6fab5a14bd5008415230cb0949892363e1fad6158fa27a2420b837ac2f8a,2025-12-31T00:00:00Z
"ICE raid leaks could be coming from FBI, border czar Tom Homan warns",https://www.youtube.com/watch?v=fQ9tfsDHi7k,Will John Curtis vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,0.619839072227478,0.7,2025-02-11T12:45:06Z,0x24031532a31b0e3344eef95abe94b7c853f183cc9471a1fa1bfd6a0c6e716886,2025-12-31T00:00:00Z
Legal expert warns Dems are on 'thin ice' for blocking these executive actions,https://www.youtube.com/watch?v=zsKCLx7avbk,Will fewer than 50k federal employees accept the buyout?,0.6585788130760193,0.036,2025-02-11T09:45:04Z,0x19489d6de9495485e7e11e37401b22759cb981f558913e5b9ebe30ae8630b09a,2025-02-28T00:00:00Z
Legal expert warns Dems are on 'thin ice' for blocking these executive actions,https://www.youtube.com/watch?v=zsKCLx7avbk,Will 500k or more federal employees accept the buyout?,0.651763379573822,0.002,2025-02-11T09:45:04Z,0xa4e4b97bb1a82d77496b0aeda43de5b24f8c0c5c3186d42e56d6a0c2d578234c,2025-02-28T00:00:00Z
Legal expert warns Dems are on 'thin ice' for blocking these executive actions,https://www.youtube.com/watch?v=zsKCLx7avbk,Will 50-100k federal employees accept the buyout?,0.6502262353897095,0.67,2025-02-11T09:45:04Z,0x4616f95d0646b9410ac44f38a47992cd1c9f054ce58238250c7374c0c080e469,2025-02-28T00:00:00Z
Legal expert warns Dems are on 'thin ice' for blocking these executive actions,https://www.youtube.com/watch?v=zsKCLx7avbk,Will 450-500k federal employees accept the buyout?,0.6443333029747009,0.0015,2025-02-11T09:45:04Z,0x82db1ee057ca73c05f8fde8df2ed5066311a7736e31f508d3c66997553062d7b,2025-02-28T00:00:00Z
Legal expert warns Dems are on 'thin ice' for blocking these executive actions,https://www.youtube.com/watch?v=zsKCLx7avbk,Will 100-150k federal employees accept the buyout?,0.6429386138916016,0.1675,2025-02-11T09:45:04Z,0xedead3c227817a54134cc77169e0af303054c1fa0b772c32e6f7aa713bc62763,2025-02-28T00:00:00Z
Legal expert warns Dems are on 'thin ice' for blocking these executive actions,https://www.youtube.com/watch?v=zsKCLx7avbk,Will 150-200k federal employees accept the buyout?,0.6428623199462891,0.0615,2025-02-11T09:45:04Z,0x4cc059a109f32baae6fcc0dfd71625e8590ea59f28f1d70867f2c9f3165230cf,2025-02-28T00:00:00Z
Legal expert warns Dems are on 'thin ice' for blocking these executive actions,https://www.youtube.com/watch?v=zsKCLx7avbk,Will 200-250k federal employees accept the buyout?,0.6392656564712524,0.0085,2025-02-11T09:45:04Z,0x972c866e5da0a54b186a346fc8710fc43ae749b80d4be5f0ab04d5a6d75e1c5f,2025-02-28T00:00:00Z
Legal expert warns Dems are on 'thin ice' for blocking these executive actions,https://www.youtube.com/watch?v=zsKCLx7avbk,Will 350-400k federal employees accept the buyout?,0.6359977722167969,0.0055,2025-02-11T09:45:04Z,0x9b94a7cd007ad2acd9cbeeb2ddb31280edfd6df836772661cdfa30b5e10a9f1f,2025-02-28T00:00:00Z
Legal expert warns Dems are on 'thin ice' for blocking these executive actions,https://www.youtube.com/watch?v=zsKCLx7avbk,Will 400-450k federal employees accept the buyout?,0.6347562074661255,0.0015,2025-02-11T09:45:04Z,0xaadb4d510fd0816f019905d632d8cd705baa88683f2dc8994134e5cabe2fc9f2,2025-02-28T00:00:00Z
Legal expert warns Dems are on 'thin ice' for blocking these executive actions,https://www.youtube.com/watch?v=zsKCLx7avbk,Will 250-300k federal employees accept the buyout?,0.6344470381736755,0.007,2025-02-11T09:45:04Z,0x90c0478ad29eebf8d3ecb951ee5b5f111dceaf24ca06efa88811580b9c9680f0,2025-02-28T00:00:00Z
Legal expert warns Dems are on 'thin ice' for blocking these executive actions,https://www.youtube.com/watch?v=zsKCLx7avbk,Will 300-350k federal employees accept the buyout?,0.631380558013916,0.006,2025-02-11T09:45:04Z,0x971aebeab4008de640468d9c380c02e82d7e00dae7c4416d959c34ed0de2b854,2025-02-28T00:00:00Z
"Trump is restoring democracy by controlling the federal bureaucracy, Stephen Miller says",https://www.youtube.com/watch?v=KvBZHEUlWZQ,Will Stephen Miller be Trump’s Director of National Intelligence?,0.6712895631790161,0.0015,2025-02-08T09:45:00Z,0x5a0e00e340ddc9d6ac46db75bb25dd724c6908d76f66e0edbcaeb1b2fbd9308f,2025-12-31T00:00:00Z
"Federal investigation launched over threats to Elon Musk, DOGE team",https://www.youtube.com/watch?v=W6-hi3eGBAE,Elon Musk out as Head of DOGE before July?,0.6451044082641602,0.22,2025-02-07T21:30:08Z,0x149f61728a608d610215f6d3f6b3721f8cf4fcbd2c707c896594b8447f4e9719,2025-06-30T00:00:00Z
Peter Doocy: Democrats are really upset about this,https://www.youtube.com/watch?v=YrJAb6t2Tgo,Will 500k or more federal employees accept the buyout?,0.625004231929779,0.0045,2025-02-07T20:00:18Z,0xa4e4b97bb1a82d77496b0aeda43de5b24f8c0c5c3186d42e56d6a0c2d578234c,2025-02-28T00:00:00Z
