title,url,matching_questions,similarity
Trump threatens new 'large scale' sanctions on Russia for 'pounding' Ukraine,https://www.youtube.com/watch?v=0c7i7SRthrA,Will Trump cut Ukraine off from Starlink?,0.5291571021080017
Hear what Trudeau said about his phone call with Trump,https://www.youtube.com/watch?v=jrxC7srY73Y,25% steel tariff in effect before May?,0.4314314126968384
Hear what Trudeau said about his phone call with Trump,https://www.youtube.com/watch?v=jrxC7srY73Y,25% aluminum tariff in effect before May?,0.42467108368873596
"Abby Phillip presses Republicans Scott Jennings, Chris Sununu on Trump tariff strategy",https://www.youtube.com/watch?v=LNFBtnCofLE,25% steel tariff in effect before May?,0.4174579977989197
"Abby Phillip presses Republicans Scott Jennings, Chris Sununu on Trump tariff strategy",https://www.youtube.com/watch?v=LNFBtnCofLE,25% aluminum tariff in effect before May?,0.4098547101020813
'My jaw is dropped': Canadian official's interview stuns Amanpour,https://www.youtube.com/watch?v=z3rIlAITjXk,Will Trump lower automobile tariffs on Canada/Mexico by next Friday?,0.45063692331314087
Trump delays tariffs on Mexico until April,https://www.youtube.com/watch?v=GmRsuVTMqOw,Will Trump lower automobile tariffs on Canada/Mexico by next Friday?,0.7267962098121643
Trump delays tariffs on Mexico until April,https://www.youtube.com/watch?v=GmRsuVTMqOw,25% aluminum tariff in effect before May?,0.49679267406463623
Trump delays tariffs on Mexico until April,https://www.youtube.com/watch?v=GmRsuVTMqOw,25% steel tariff in effect before May?,0.47169753909111023
Trump delays tariffs on Mexico until April,https://www.youtube.com/watch?v=GmRsuVTMqOw,Will Trump pass a border/immigration law in first 100 days?,0.42676103115081787
What a mess President Trump has created': Canadian official on tariffs,https://www.youtube.com/watch?v=MA7P-clemb8,Will Trump lower automobile tariffs on Canada/Mexico by next Friday?,0.7576974630355835
What a mess President Trump has created': Canadian official on tariffs,https://www.youtube.com/watch?v=MA7P-clemb8,25% aluminum tariff in effect before May?,0.5279790759086609
What a mess President Trump has created': Canadian official on tariffs,https://www.youtube.com/watch?v=MA7P-clemb8,25% steel tariff in effect before May?,0.5078215599060059
What a mess President Trump has created': Canadian official on tariffs,https://www.youtube.com/watch?v=MA7P-clemb8,Will Trump pass a border/immigration law in first 100 days?,0.40949225425720215
See moment Democrats sing and defy Johnson on House floor,https://www.youtube.com/watch?v=IpgJ0CnONec,Will Trump invite the Philadelphia Eagles to the White House?,0.44751614332199097
See moment Democrats sing and defy Johnson on House floor,https://www.youtube.com/watch?v=IpgJ0CnONec,Will Trump issue an executive order on March 8?,0.44510477781295776
See moment Democrats sing and defy Johnson on House floor,https://www.youtube.com/watch?v=IpgJ0CnONec,Will Trump issue an executive order on March 9?,0.4426877498626709
See moment Democrats sing and defy Johnson on House floor,https://www.youtube.com/watch?v=IpgJ0CnONec,Will Donald Trump sign 5-9 executive orders in March?,0.4378173053264618
See moment Democrats sing and defy Johnson on House floor,https://www.youtube.com/watch?v=IpgJ0CnONec,Trump negative approval by Friday?,0.43713364005088806
See moment Democrats sing and defy Johnson on House floor,https://www.youtube.com/watch?v=IpgJ0CnONec,Will Trump issue an executive order on March 7?,0.4347531795501709
See moment Democrats sing and defy Johnson on House floor,https://www.youtube.com/watch?v=IpgJ0CnONec,Will Trump issue an executive order on March 5?,0.4316405951976776
See moment Democrats sing and defy Johnson on House floor,https://www.youtube.com/watch?v=IpgJ0CnONec,Will Trump's 538 approval rating be between 48.0% and 48.4% on March 7?,0.4024825692176819
See moment Democrats sing and defy Johnson on House floor,https://www.youtube.com/watch?v=IpgJ0CnONec,Will Trump's 538 approval rating be between 46.5% and 46.9% on March 7?,0.40074554085731506
'We're going to get decapitalized really quick': Distributor voices concerns over Trump's tariffs,https://www.youtube.com/watch?v=XhZhikdWo9U,Will Trump lower automobile tariffs on Canada/Mexico by next Friday?,0.6605033874511719
'We're going to get decapitalized really quick': Distributor voices concerns over Trump's tariffs,https://www.youtube.com/watch?v=XhZhikdWo9U,25% aluminum tariff in effect before May?,0.4788455367088318
'We're going to get decapitalized really quick': Distributor voices concerns over Trump's tariffs,https://www.youtube.com/watch?v=XhZhikdWo9U,25% steel tariff in effect before May?,0.4387178421020508
Farmer calls out Trump's 'wild' tariff announcements,https://www.youtube.com/watch?v=EEhG2Kd4OCA,Trump announces cutting all military aid to Ukraine aid before April?,0.41781914234161377
Frank Luntz explains why he's angry with Democrats after Trump's address,https://www.youtube.com/watch?v=BUhRIpVbLeY,Price of eggs goes up in Trump's first month?,0.45785242319107056
Auto dealership owner says tariffs will make some cars unsellable',https://www.youtube.com/watch?v=QuAxuOVZRGc,25% aluminum tariff in effect before May?,0.4351058900356293
Auto dealership owner says tariffs will make some cars unsellable',https://www.youtube.com/watch?v=QuAxuOVZRGc,25% steel tariff in effect before May?,0.42165833711624146
We're shooting ourselves in the foot': Fareed Zakaria on Trump's tariffs,https://www.youtube.com/watch?v=PL7U6Z69buw,25% aluminum tariff in effect before May?,0.41800498962402344
"Schumer reacts to Democrats holding signs, walking out of Trump address",https://www.youtube.com/watch?v=OZZu41_zXcw,Official Trump above $12.50 on March 7?,0.476563036441803
"Schumer reacts to Democrats holding signs, walking out of Trump address",https://www.youtube.com/watch?v=OZZu41_zXcw,Price of eggs goes up in Trump's first month?,0.43637269735336304
"Schumer reacts to Democrats holding signs, walking out of Trump address",https://www.youtube.com/watch?v=OZZu41_zXcw,Will Trump's 2025 joint address get >46m viewers?,0.41518181562423706
"Schumer reacts to Democrats holding signs, walking out of Trump address",https://www.youtube.com/watch?v=OZZu41_zXcw,Will Trump's 2025 joint address get 38-42m viewers?,0.4019416272640228
"Schumer reacts to Democrats holding signs, walking out of Trump address",https://www.youtube.com/watch?v=OZZu41_zXcw,Will Trump's 2025 joint address get 42-46m viewers?,0.4017850160598755
"Schumer reacts to Democrats holding signs, walking out of Trump address",https://www.youtube.com/watch?v=OZZu41_zXcw,Will Trump's 2025 joint address get 34-38m viewers?,0.4014080762863159
Supreme Court rejects Trump's request to keep billions in foreign aid frozen,https://www.youtube.com/watch?v=b-1uXgltXT8,Trump announces cutting all military aid to Ukraine aid before April?,0.4881197214126587
Supreme Court rejects Trump's request to keep billions in foreign aid frozen,https://www.youtube.com/watch?v=b-1uXgltXT8,Trump admin announces cutting Ukraine aid by Friday?,0.46311861276626587
See the reactions on CNN to President Trump's address to Congress,https://www.youtube.com/watch?v=wD15tbVNpZs,25% aluminum tariff in effect before May?,0.40328580141067505
"Zelensky describes Oval Office meeting as regrettable,' says he is ready to negotiate peace",https://www.youtube.com/watch?v=T5KEIrrUvVo,Trump announces cutting all military aid to Ukraine aid before April?,0.6913883686065674
"Zelensky describes Oval Office meeting as regrettable,' says he is ready to negotiate peace",https://www.youtube.com/watch?v=T5KEIrrUvVo,Trump admin announces cutting Ukraine aid by Friday?,0.6561528444290161
"Zelensky describes Oval Office meeting as regrettable,' says he is ready to negotiate peace",https://www.youtube.com/watch?v=T5KEIrrUvVo,Will Trump cut Ukraine off from Starlink?,0.5315308570861816
"Zelensky describes Oval Office meeting as regrettable,' says he is ready to negotiate peace",https://www.youtube.com/watch?v=T5KEIrrUvVo,Will Trump say 'Ukraine' during the 2025 State of the Union?,0.44592201709747314
"Zelensky describes Oval Office meeting as regrettable,' says he is ready to negotiate peace",https://www.youtube.com/watch?v=T5KEIrrUvVo,Will Zelenskyy apologize to Trump by Friday?,0.41909778118133545
Historically awful': Harry Enten on Trump's net approval ratings,https://www.youtube.com/watch?v=HiCHSiAUALo,Will Trump's 538 approval rating be between 46.5% and 46.9% on March 7?,0.44284772872924805
Historically awful': Harry Enten on Trump's net approval ratings,https://www.youtube.com/watch?v=HiCHSiAUALo,Will Trump's 538 approval rating be between 47.5% and 47.9% on March 7?,0.4427415430545807
Historically awful': Harry Enten on Trump's net approval ratings,https://www.youtube.com/watch?v=HiCHSiAUALo,Will Trump's 538 approval rating be 48.5% or higher on March 7?,0.4324699640274048
Historically awful': Harry Enten on Trump's net approval ratings,https://www.youtube.com/watch?v=HiCHSiAUALo,Will Trump's 538 approval rating be less than 46.5% on March 7?,0.4323350191116333
Historically awful': Harry Enten on Trump's net approval ratings,https://www.youtube.com/watch?v=HiCHSiAUALo,Will Trump's 538 approval rating be between 47.0% and 47.4% on March 7?,0.4318474531173706
Historically awful': Harry Enten on Trump's net approval ratings,https://www.youtube.com/watch?v=HiCHSiAUALo,Will Trump say 'Zelenskyy' during the 2025 State of the Union?,0.4263588488101959
Historically awful': Harry Enten on Trump's net approval ratings,https://www.youtube.com/watch?v=HiCHSiAUALo,Will Trump's 538 approval rating be between 48.0% and 48.4% on March 7?,0.4245823621749878
Watch Trudeau speak directly to Trump during blistering speech,https://www.youtube.com/watch?v=wz_42pckM7w,25% aluminum tariff in effect before May?,0.48577752709388733
Watch Trudeau speak directly to Trump during blistering speech,https://www.youtube.com/watch?v=wz_42pckM7w,25% steel tariff in effect before May?,0.4803352952003479
Watch Trudeau speak directly to Trump during blistering speech,https://www.youtube.com/watch?v=wz_42pckM7w,Will Trump say 'tariff' 5+ times times during the 2025 State of the Union?,0.43824172019958496
Canadian official who threatened to shut off oil to US fires back after Trump's tariffs,https://www.youtube.com/watch?v=avbaXEy7CS0,Will Trump say 'Canada' during the 2025 State of the Union?,0.4237971305847168
China and Canada immediately retaliate against Trump's tariffs,https://www.youtube.com/watch?v=_xWnuBKvERo,25% steel tariff in effect before May?,0.49924272298812866
China and Canada immediately retaliate against Trump's tariffs,https://www.youtube.com/watch?v=_xWnuBKvERo,Will Trump say 'tariff' 5+ times times during the 2025 State of the Union?,0.48127225041389465
China and Canada immediately retaliate against Trump's tariffs,https://www.youtube.com/watch?v=_xWnuBKvERo,25% aluminum tariff in effect before May?,0.4597158133983612
Billions of dollars that just vanish off their website': Reporter uncovers DOGE errors,https://www.youtube.com/watch?v=v8nIp40Q574,"Will Donald Trump say ""Dogecoin"" during Crypto Summit on Friday?",0.4150232970714569
Billions of dollars that just vanish off their website': Reporter uncovers DOGE errors,https://www.youtube.com/watch?v=v8nIp40Q574,Will Trump post 100-109 times on Truth Feb 28 - March 7?,0.40556633472442627
Trump supporter walks away from CNN interview when pressed about Musk's actions,https://www.youtube.com/watch?v=89aB6SX2y40,Will Trump say 'Elon' or 'Musk' during the 2025 State of the Union?,0.4947317838668823
Trump supporter walks away from CNN interview when pressed about Musk's actions,https://www.youtube.com/watch?v=89aB6SX2y40,Will Alexandria Ocasio-Cortez applaud during Trump's address to Congress?,0.4091789722442627
Trump supporter walks away from CNN interview when pressed about Musk's actions,https://www.youtube.com/watch?v=89aB6SX2y40,Will Lisa Murkowski vote to confirm Lori Chavez-DeRemer as Secretary of Labor?,0.4052557945251465
Trump supporter walks away from CNN interview when pressed about Musk's actions,https://www.youtube.com/watch?v=89aB6SX2y40,Official Trump above $12.50 on March 7?,0.40185803174972534
Scott Jennings: Zelensky shouldn't talk to Democrat 'clowns' about dealing with Trump,https://www.youtube.com/watch?v=o9ZetIs5oIY,Will Trump cut Ukraine off from Starlink?,0.4868488311767578
Scott Jennings: Zelensky shouldn't talk to Democrat 'clowns' about dealing with Trump,https://www.youtube.com/watch?v=o9ZetIs5oIY,Will Trump say 'Ukraine' during the 2025 State of the Union?,0.415844589471817
Fired veteran who voted for Trump three times talks to CNN,https://www.youtube.com/watch?v=JyGqbJ20jKE,Will Hakeem Jeffries applaud during Trump's address to Congress?,0.4830239713191986
Fired veteran who voted for Trump three times talks to CNN,https://www.youtube.com/watch?v=JyGqbJ20jKE,Will John Fetterman applaud during Trump's address to Congress?,0.4798029661178589
Fired veteran who voted for Trump three times talks to CNN,https://www.youtube.com/watch?v=JyGqbJ20jKE,Will Zelenskyy apologize to Trump by Friday?,0.4341740012168884
Fired veteran who voted for Trump three times talks to CNN,https://www.youtube.com/watch?v=JyGqbJ20jKE,Will Chuck Schumer applaud during Trump's address to Congress?,0.42407798767089844
Harry Enten breaks down poll on how Americans view Russia,https://www.youtube.com/watch?v=mhs8us1ha2g,Trump ends all military aid to Ukraine before April?,0.4388171434402466
Harry Enten breaks down poll on how Americans view Russia,https://www.youtube.com/watch?v=mhs8us1ha2g,Trump cuts Ukraine aid before April?,0.4018414318561554
Harry Enten breaks down poll on how Americans view Russia,https://www.youtube.com/watch?v=mhs8us1ha2g,Will Trump cut Ukraine off from Starlink?,0.4003445506095886
Trump: US won't 'put up' with perceived resistance from Zelensky,https://www.youtube.com/watch?v=toE95uFGY64,Trump cuts Ukraine aid before April?,0.4682806730270386
Trump: US won't 'put up' with perceived resistance from Zelensky,https://www.youtube.com/watch?v=toE95uFGY64,Trump ends all military aid to Ukraine before April?,0.43740037083625793
Trump: US won't 'put up' with perceived resistance from Zelensky,https://www.youtube.com/watch?v=toE95uFGY64,Trump negative approval before April?,0.4244980812072754
Trump: US won't 'put up' with perceived resistance from Zelensky,https://www.youtube.com/watch?v=toE95uFGY64,Trump admin announces cutting Ukraine aid by Friday?,0.4206739664077759
Trump: US won't 'put up' with perceived resistance from Zelensky,https://www.youtube.com/watch?v=toE95uFGY64,Trump announces cutting all military aid to Ukraine aid before April?,0.4052406847476959
Hear Democratic senator's advice for Zelensky,https://www.youtube.com/watch?v=4UB3tgGcV0U,Will Trump cut Ukraine off from Starlink?,0.44547832012176514
Hear Democratic senator's advice for Zelensky,https://www.youtube.com/watch?v=4UB3tgGcV0U,Trump ends all military aid to Ukraine before April?,0.42723655700683594
Hear Democratic senator's advice for Zelensky,https://www.youtube.com/watch?v=4UB3tgGcV0U,Will Trump say 'Elon' or 'Musk' during the 2025 State of the Union?,0.4219836890697479
Rubio is 'great disappointment': Democratic senator on why he regrets confirmation vote,https://www.youtube.com/watch?v=SByoQciTTxw,Will Trump invite the Philadelphia Eagles to the White House?,0.4415377080440521
Rubio is 'great disappointment': Democratic senator on why he regrets confirmation vote,https://www.youtube.com/watch?v=SByoQciTTxw,Will Trump cut Ukraine off from Starlink?,0.4403879642486572
Rubio is 'great disappointment': Democratic senator on why he regrets confirmation vote,https://www.youtube.com/watch?v=SByoQciTTxw,Trump ends all military aid to Ukraine before April?,0.4399375915527344
Rubio is 'great disappointment': Democratic senator on why he regrets confirmation vote,https://www.youtube.com/watch?v=SByoQciTTxw,Trump cuts Ukraine aid before April?,0.4152614176273346
Rubio is 'great disappointment': Democratic senator on why he regrets confirmation vote,https://www.youtube.com/watch?v=SByoQciTTxw,Trump admin announces cutting Ukraine aid by Friday?,0.41336530447006226
Harry Enten breaks down poll showing Republican attitudes toward Russia-Ukraine war,https://www.youtube.com/watch?v=gus4wF7bBuI,Trump ends all military aid to Ukraine before April?,0.5616986155509949
Harry Enten breaks down poll showing Republican attitudes toward Russia-Ukraine war,https://www.youtube.com/watch?v=gus4wF7bBuI,Will Trump cut Ukraine off from Starlink?,0.5258453488349915
Harry Enten breaks down poll showing Republican attitudes toward Russia-Ukraine war,https://www.youtube.com/watch?v=gus4wF7bBuI,Trump cuts Ukraine aid before April?,0.5024115443229675
Harry Enten breaks down poll showing Republican attitudes toward Russia-Ukraine war,https://www.youtube.com/watch?v=gus4wF7bBuI,Trump announces cutting all military aid to Ukraine aid before April?,0.4701884984970093
Harry Enten breaks down poll showing Republican attitudes toward Russia-Ukraine war,https://www.youtube.com/watch?v=gus4wF7bBuI,Trump admin announces cutting Ukraine aid by Friday?,0.4111473262310028
"SE Cupp: Trump, Vance looked like two losers on barstools in Oval Office",https://www.youtube.com/watch?v=gNbriZgmtR4,Will Zelenskyy apologize to Trump by Sunday?,0.4252428412437439
US Army veteran: Trump's Oval Office clash was 'un-American' and 'traitorous',https://www.youtube.com/watch?v=EiiJart9wo8,Will Zelenskyy apologize to Trump by Sunday?,0.4581053853034973
Vindman on Zelensky clash: JD Vance wasn't ready for the 'big boy table',https://www.youtube.com/watch?v=l70qUYUH7sI,Will Zelenskyy apologize to Trump by Sunday?,0.6412588357925415
Vindman on Zelensky clash: JD Vance wasn't ready for the 'big boy table',https://www.youtube.com/watch?v=l70qUYUH7sI,Trump admin announces cutting Ukraine aid by Friday?,0.433557391166687
Vindman on Zelensky clash: JD Vance wasn't ready for the 'big boy table',https://www.youtube.com/watch?v=l70qUYUH7sI,Trump cuts Ukraine aid before April?,0.4282766580581665
Vindman on Zelensky clash: JD Vance wasn't ready for the 'big boy table',https://www.youtube.com/watch?v=l70qUYUH7sI,Trump announces cutting all military aid to Ukraine aid before April?,0.41381412744522095
Rubio points finger at Zelensky for breakdown of Trump meeting,https://www.youtube.com/watch?v=d1-bnv0YWbc,Will Zelenskyy apologize to Trump by Sunday?,0.7432191371917725
Rubio points finger at Zelensky for breakdown of Trump meeting,https://www.youtube.com/watch?v=d1-bnv0YWbc,Will Trump cut Ukraine off from Starlink?,0.48349088430404663
Rubio points finger at Zelensky for breakdown of Trump meeting,https://www.youtube.com/watch?v=d1-bnv0YWbc,Trump cuts Ukraine aid before April?,0.4597551226615906
Rubio points finger at Zelensky for breakdown of Trump meeting,https://www.youtube.com/watch?v=d1-bnv0YWbc,Trump ends all military aid to Ukraine before April?,0.44479605555534363
Rubio points finger at Zelensky for breakdown of Trump meeting,https://www.youtube.com/watch?v=d1-bnv0YWbc,Trump admin announces cutting Ukraine aid by Friday?,0.413654088973999
Rubio points finger at Zelensky for breakdown of Trump meeting,https://www.youtube.com/watch?v=d1-bnv0YWbc,Trump announces cutting all military aid to Ukraine aid before April?,0.41026246547698975
What Kaitlan Collins saw during fiery Trump-Zelensky argument,https://www.youtube.com/watch?v=OKycBP_cg8o,Will Putin meet with Trump in February?,0.43642452359199524
"Watch tense Oval Office argument between Zelensky, Trump and Vance",https://www.youtube.com/watch?v=z2s2pogllis,Will Trump sanction Russia before March?,0.5359353423118591
"Watch tense Oval Office argument between Zelensky, Trump and Vance",https://www.youtube.com/watch?v=z2s2pogllis,Will Trump cut Ukraine off from Starlink?,0.49589529633522034
"Watch tense Oval Office argument between Zelensky, Trump and Vance",https://www.youtube.com/watch?v=z2s2pogllis,"Will Donald Trump say ""Ukraine"" 10+ times during his presser with Zelenskyy on Feb 28?",0.4836646318435669
"Watch tense Oval Office argument between Zelensky, Trump and Vance",https://www.youtube.com/watch?v=z2s2pogllis,Will Putin meet with Trump in February?,0.4634920060634613
King Charles sends a letter to President Trump,https://www.youtube.com/watch?v=oXIi896XSIM,Will Trump meet with Keir Starmer in 2025?,0.6142733097076416
King Charles sends a letter to President Trump,https://www.youtube.com/watch?v=oXIi896XSIM,Will Trump meet with Keir Starmer in his first 100 days?,0.5957773923873901
King Charles sends a letter to President Trump,https://www.youtube.com/watch?v=oXIi896XSIM,Will Donald Trump say UK or United Kingdom 15+ times during his presser with Starmer on Feb 27?,0.581525444984436
King Charles sends a letter to President Trump,https://www.youtube.com/watch?v=oXIi896XSIM,Will Donald Trump say Germany during his presser with Starmer on Feb 27?,0.5694844722747803
King Charles sends a letter to President Trump,https://www.youtube.com/watch?v=oXIi896XSIM,Will Donald Trump say Ukraine 10+ times during his presser with Starmer on Feb 27?,0.5433036088943481
King Charles sends a letter to President Trump,https://www.youtube.com/watch?v=oXIi896XSIM,Will Donald Trump say Putin 3+ times during his presser with Starmer on Feb 27?,0.5336169004440308
King Charles sends a letter to President Trump,https://www.youtube.com/watch?v=oXIi896XSIM,Will Donald Trump say NATO 3+ times during his presser with Starmer on Feb 27?,0.5109167098999023
King Charles sends a letter to President Trump,https://www.youtube.com/watch?v=oXIi896XSIM,Will Donald Trump say Pond during his presser with Starmer on Feb 27?,0.5074950456619263
King Charles sends a letter to President Trump,https://www.youtube.com/watch?v=oXIi896XSIM,Will Donald Trump say Crypto or Bitcoin during his presser with Starmer on Feb 27?,0.4995025396347046
King Charles sends a letter to President Trump,https://www.youtube.com/watch?v=oXIi896XSIM,Will Putin meet with Trump in February?,0.4982031583786011
King Charles sends a letter to President Trump,https://www.youtube.com/watch?v=oXIi896XSIM,Will Donald Trump say Gaza during his presser with Starmer on Feb 27?,0.4971007704734802
King Charles sends a letter to President Trump,https://www.youtube.com/watch?v=oXIi896XSIM,Will Donald Trump say Gold during his presser with Starmer on Feb 27?,0.4945334196090698
King Charles sends a letter to President Trump,https://www.youtube.com/watch?v=oXIi896XSIM,Will Donald Trump say Climate during his presser with Starmer on Feb 27?,0.4870308041572571
King Charles sends a letter to President Trump,https://www.youtube.com/watch?v=oXIi896XSIM,Will Donald Trump say Mineral during his presser with Starmer on Feb 27?,0.4824677109718323
King Charles sends a letter to President Trump,https://www.youtube.com/watch?v=oXIi896XSIM,Will Donald Trump say Tariff 5+ times during his presser with Starmer on Feb 27?,0.4809860289096832
King Charles sends a letter to President Trump,https://www.youtube.com/watch?v=oXIi896XSIM,Will Trump meet with Zelenskyy before July?,0.47999292612075806
King Charles sends a letter to President Trump,https://www.youtube.com/watch?v=oXIi896XSIM,Will Trump meet with Volodymyr Zelenskyy in 2025?,0.4778011441230774
King Charles sends a letter to President Trump,https://www.youtube.com/watch?v=oXIi896XSIM,Will Trump cut Ukraine off from Starlink?,0.4775935113430023
King Charles sends a letter to President Trump,https://www.youtube.com/watch?v=oXIi896XSIM,Will Donald Trump say Zelensky 3+ times during his presser with Starmer on Feb 27?,0.4607791006565094
King Charles sends a letter to President Trump,https://www.youtube.com/watch?v=oXIi896XSIM,Will Donald Trump say Egg during his presser with Starmer on Feb 27?,0.4592358469963074
King Charles sends a letter to President Trump,https://www.youtube.com/watch?v=oXIi896XSIM,Will Donald Trump say Drone during his presser with Starmer on Feb 27?,0.45867788791656494
King Charles sends a letter to President Trump,https://www.youtube.com/watch?v=oXIi896XSIM,Will Donald Trump say Elon during his presser with Starmer on Feb 27?,0.4532454013824463
King Charles sends a letter to President Trump,https://www.youtube.com/watch?v=oXIi896XSIM,Will Trump meet with Volodymyr Zelenskyy in his first 100 days?,0.4449349343776703
King Charles sends a letter to President Trump,https://www.youtube.com/watch?v=oXIi896XSIM,Will Donald Trump say Pay 5+ times during his presser with Starmer on Feb 27?,0.44387733936309814
King Charles sends a letter to President Trump,https://www.youtube.com/watch?v=oXIi896XSIM,Will Trump invite the Philadelphia Eagles to the White House?,0.43860018253326416
