title,url,matching_questions,similarity,date
"Interview: Ben Domenech of The Spectator Interviews Donald Trump - February 27, 2025",https://player.vimeo.com/video/1062620238,Will Trump post 160-179 times on Truth Feb 21-28?,0.41635116934776306,2025-02-27
"Interview: Ben Domenech of The Spectator Interviews Donald Trump - February 27, 2025",https://player.vimeo.com/video/1062620238,Will Trump post 220-239 times on Truth Feb 21-28?,0.4134570062160492,2025-02-27
"Interview: Ben Domenech of The Spectator Interviews Donald Trump - February 27, 2025",https://player.vimeo.com/video/1062620238,Will Trump post 180-199 times on Truth Feb 21-28?,0.4134030342102051,2025-02-27
"Interview: Ben Domenech of The Spectator Interviews Donald Trump - February 27, 2025",https://player.vimeo.com/video/1062620238,Will Trump post 140-159 times on Truth Feb 21-28?,0.4118756055831909,2025-02-27
"Interview: Ben Domenech of The Spectator Interviews Donald Trump - February 27, 2025",https://player.vimeo.com/video/1062620238,Will Trump post less than 100 times on Truth Feb 21-28?,0.409864217042923,2025-02-27
"Interview: Ben Domenech of The Spectator Interviews Donald Trump - February 27, 2025",https://player.vimeo.com/video/1062620238,Will Trump post 120-139 times on Truth Feb 21-28?,0.4088107645511627,2025-02-27
"Interview: Ben Domenech of The Spectator Interviews Donald Trump - February 27, 2025",https://player.vimeo.com/video/1062620238,Will Trump post 200-219 times on Truth Feb 21-28?,0.4076938033103943,2025-02-27
"Interview: Ben Shapiro Interviews Donald Trump on His Podcast - October 8, 2024",https://player.vimeo.com/video/1017917227,Trump and Harris agree to Fox News debate?,0.5386770963668823,2024-10-08
"Interview: Ben Shapiro Interviews Donald Trump on His Podcast - October 8, 2024",https://player.vimeo.com/video/1017917227,Kamala flips a 2020 Trump state?,0.4589416980743408,2024-10-08
"Interview: Ben Shapiro Interviews Donald Trump on His Podcast - October 8, 2024",https://player.vimeo.com/video/1017917227,Will Kamala Harris win the 2024 US Presidential Election?,0.4237491488456726,2024-10-08
"Interview: Ben Shapiro Interviews Donald Trump on His Podcast - October 8, 2024",https://player.vimeo.com/video/1017917227,Will RFK Jr. debate Biden/Trump?,0.405864417552948,2024-10-08
"Interview: Ben Shapiro Interviews Donald Trump on His Podcast - October 8, 2024",https://player.vimeo.com/video/1017917227,Trump fires campaign manager?,0.40371888875961304,2024-10-08
"Interview: Ben Shapiro Interviews Donald Trump on His Podcast - October 8, 2024",https://player.vimeo.com/video/1017917227,Will Joe Biden endorse Donald Trump?,0.40052980184555054,2024-10-08
"Interview: Bill Melugin of Fox News Interviews Donald Trump in Saginaw, Michigan - October 3, 2024",https://player.vimeo.com/video/1017811144,Trump and Harris agree to Fox News debate?,0.46868565678596497,2024-10-03
"Interview: Bill Melugin of Fox News Interviews Donald Trump in Saginaw, Michigan - October 3, 2024",https://player.vimeo.com/video/1017811144,Donald & Melania Trump divorce before election?,0.4401991665363312,2024-10-03
"Interview: Bill Melugin of Fox News Interviews Donald Trump in Saginaw, Michigan - October 3, 2024",https://player.vimeo.com/video/1017811144,Will Trump mention $MAGA before Election?,0.40219616889953613,2024-10-03
"Interview: Bill Melugin of Fox News Interviews Donald Trump in Tempe, Arizona - October 24, 2024",https://player.vimeo.com/video/1026761373,Will Biden pardon Trump?,0.589749813079834,2024-10-24
"Interview: Bill Melugin of Fox News Interviews Donald Trump in Tempe, Arizona - October 24, 2024",https://player.vimeo.com/video/1026761373,Donald & Melania Trump divorce before election?,0.42352762818336487,2024-10-24
"Interview: Bret Baier of Fox News Interviews Donald Trump Parts 1 and 2 - February 9, 2025",https://player.vimeo.com/video/1055098631,"Will Donald Trump say ""Putin"" during Super Bowl pregame interview?",0.5405555367469788,2025-02-09
"Interview: Bret Baier of Fox News Interviews Donald Trump Parts 1 and 2 - February 9, 2025",https://player.vimeo.com/video/1055098631,"Will Donald Trump say ""Border"" 5+ times during Super Bowl pregame interview?",0.5017433166503906,2025-02-09
"Interview: Bret Baier of Fox News Interviews Donald Trump Parts 1 and 2 - February 9, 2025",https://player.vimeo.com/video/1055098631,"Will Donald Trump say ""Russia"" 2+ times during Super Bowl pregame interview?",0.48848122358322144,2025-02-09
"Interview: Bret Baier of Fox News Interviews Donald Trump Parts 1 and 2 - February 9, 2025",https://player.vimeo.com/video/1055098631,"Will Donald Trump say ""Biden"" during Super Bowl pregame interview?",0.480199933052063,2025-02-09
"Interview: Bret Baier of Fox News Interviews Donald Trump Parts 1 and 2 - February 9, 2025",https://player.vimeo.com/video/1055098631,Will Donald Trump be shown 3-5 times at the Super Bowl?,0.4782233238220215,2025-02-09
"Interview: Bret Baier of Fox News Interviews Donald Trump Parts 1 and 2 - February 9, 2025",https://player.vimeo.com/video/1055098631,Will Donald Trump be shown 12 or more times at the Super Bowl?,0.47639697790145874,2025-02-09
"Interview: Bret Baier of Fox News Interviews Donald Trump Parts 1 and 2 - February 9, 2025",https://player.vimeo.com/video/1055098631,Will Donald Trump be shown 6-8 times at the Super Bowl?,0.4746308922767639,2025-02-09
"Interview: Bret Baier of Fox News Interviews Donald Trump Parts 1 and 2 - February 9, 2025",https://player.vimeo.com/video/1055098631,"Will Donald Trump say ""Trudeau"" during Super Bowl pregame interview?",0.47338300943374634,2025-02-09
"Interview: Bret Baier of Fox News Interviews Donald Trump Parts 1 and 2 - February 9, 2025",https://player.vimeo.com/video/1055098631,"Will Donald Trump say ""Eagles"" during Super Bowl pregame interview?",0.4720487892627716,2025-02-09
"Interview: Bret Baier of Fox News Interviews Donald Trump Parts 1 and 2 - February 9, 2025",https://player.vimeo.com/video/1055098631,"Will Donald Trump say ""Patrick"" or ""Mahomes"" during Super Bowl pregame interview?",0.46743324398994446,2025-02-09
"Interview: Bret Baier of Fox News Interviews Donald Trump Parts 1 and 2 - February 9, 2025",https://player.vimeo.com/video/1055098631,"Will Donald Trump say ""China"" 3+ times during Super Bowl pregame interview?",0.4659668505191803,2025-02-09
"Interview: Bret Baier of Fox News Interviews Donald Trump Parts 1 and 2 - February 9, 2025",https://player.vimeo.com/video/1055098631,"Will Donald Trump say ""Chiefs"" during Super Bowl pregame interview?",0.46284019947052,2025-02-09
"Interview: Bret Baier of Fox News Interviews Donald Trump Parts 1 and 2 - February 9, 2025",https://player.vimeo.com/video/1055098631,Will Donald Trump be shown 0-2 times at the Super Bowl?,0.45705103874206543,2025-02-09
"Interview: Bret Baier of Fox News Interviews Donald Trump Parts 1 and 2 - February 9, 2025",https://player.vimeo.com/video/1055098631,"Will Donald Trump say ""DOGE"" or ""Department of Governmental Efficiency"" during Super Bowl pregame interview?",0.44657382369041443,2025-02-09
"Interview: Bret Baier of Fox News Interviews Donald Trump Parts 1 and 2 - February 9, 2025",https://player.vimeo.com/video/1055098631,Will Donald Trump be shown 9-11 times at the Super Bowl?,0.4450031518936157,2025-02-09
"Interview: Bret Baier of Fox News Interviews Donald Trump Parts 1 and 2 - February 9, 2025",https://player.vimeo.com/video/1055098631,"Will Donald Trump say ""Ukraine"" during Super Bowl pregame interview?",0.4428883492946625,2025-02-09
"Interview: Bret Baier of Fox News Interviews Donald Trump Parts 1 and 2 - February 9, 2025",https://player.vimeo.com/video/1055098631,"Will Donald Trump say ""Trans"" during Super Bowl pregame interview?",0.4412105977535248,2025-02-09
"Interview: Bret Baier of Fox News Interviews Donald Trump Parts 1 and 2 - February 9, 2025",https://player.vimeo.com/video/1055098631,"Will Donald Trump say ""Panama"" during Super Bowl pregame interview?",0.4356261193752289,2025-02-09
"Interview: Bret Baier of Fox News Interviews Donald Trump Parts 1 and 2 - February 9, 2025",https://player.vimeo.com/video/1055098631,"Will Donald Trump say ""Greenland"" during Super Bowl pregame interview?",0.4324725270271301,2025-02-09
"Interview: Bret Baier of Fox News Interviews Donald Trump Parts 1 and 2 - February 9, 2025",https://player.vimeo.com/video/1055098631,"Will Donald Trump say ""Bills"" during Super Bowl pregame interview?",0.4309094250202179,2025-02-09
"Interview: Bret Baier of Fox News Interviews Donald Trump Parts 1 and 2 - February 9, 2025",https://player.vimeo.com/video/1055098631,"Will Donald Trump say ""Tariff"" 5+ times during Super Bowl pregame interview?",0.4261459410190582,2025-02-09
"Interview: Bret Baier of Fox News Interviews Donald Trump Parts 1 and 2 - February 9, 2025",https://player.vimeo.com/video/1055098631,"Will Donald Trump say ""DEI"" or ""Diversity Equity and Inclusion"" during Super Bowl pregame interview?",0.4186554551124573,2025-02-09
"Interview: Bret Baier of Fox News Interviews Donald Trump Parts 1 and 2 - February 9, 2025",https://player.vimeo.com/video/1055098631,"Will Donald Trump say ""Israel"" during Super Bowl pregame interview?",0.41627514362335205,2025-02-09
"Interview: Bret Baier of Fox News Interviews Donald Trump Parts 1 and 2 - February 9, 2025",https://player.vimeo.com/video/1055098631,"Will Donald Trump say ""Elon"" or ""Musk"" during Super Bowl pregame interview?",0.4143218994140625,2025-02-09
"Interview: Bret Baier of Fox News Interviews Donald Trump Parts 1 and 2 - February 9, 2025",https://player.vimeo.com/video/1055098631,Will Mike Rogers be Trump's FBI director?,0.4127897024154663,2025-02-09
"Interview: Bret Baier of Fox News Interviews Donald Trump Parts 1 and 2 - February 9, 2025",https://player.vimeo.com/video/1055098631,"Will Donald Trump say ""Taylor"" or ""Swift"" during Super Bowl pregame interview?",0.4111550450325012,2025-02-09
"Interview: Bret Baier of Fox News Interviews Donald Trump Parts 1 and 2 - February 9, 2025",https://player.vimeo.com/video/1055098631,Trump and Taylor Swift shake hands at Super Bowl LIX?,0.4096530079841614,2025-02-09
"Interview: Bret Baier of Fox News Interviews Donald Trump Parts 1 and 2 - February 9, 2025",https://player.vimeo.com/video/1055098631,"Will Donald Trump say ""Hell"" 3+ times during Super Bowl pregame interview?",0.40786343812942505,2025-02-09
"Interview: Brian Kilmeade of Fox News Radio Interviews Donald Trump for His Radio Show - February 21, 2025",https://player.vimeo.com/video/1059602884,"Will Trump and Elon say ""Billion"" 10 or more times during their Feb 18 interview?",0.4301069974899292,2025-02-21
"Interview: Brian Kilmeade of Fox News Radio Interviews Donald Trump for His Radio Show - February 21, 2025",https://player.vimeo.com/video/1059602884,Will Trump meet with Keir Starmer in his first 100 days?,0.4096848666667938,2025-02-21
"Interview: Brian Kilmeade of Fox News Radio Interviews Donald Trump for His Radio Show - February 21, 2025",https://player.vimeo.com/video/1059602884,Will Elon talk more than Trump during Hannity interview?,0.4095640182495117,2025-02-21
"Interview: Brian Kilmeade of Fox News Radio Interviews Donald Trump for His Radio Show - February 21, 2025",https://player.vimeo.com/video/1059602884,Will Donald Trump be named in Epstein files?,0.40547484159469604,2025-02-21
"Interview: Brian Kilmeade of Fox News Radio Interviews Donald Trump for His Radio Show - February 21, 2025",https://player.vimeo.com/video/1059602884,"Will Trump and Elon say ""Saudi Arabia"" during their Feb 18 interview?",0.40310728549957275,2025-02-21
"Interview: Brian Kilmeade of Fox News Radio Interviews Donald Trump for His Radio Show - October 23, 2024",https://player.vimeo.com/video/1022607840,Election certified on January 6?,0.5306553840637207,2024-10-23
"Interview: Brian Kilmeade of Fox News Radio Interviews Donald Trump for His Radio Show - October 23, 2024",https://player.vimeo.com/video/1022607840,Trump eligible to vote in the election?,0.5094367265701294,2024-10-23
"Interview: Brian Kilmeade of Fox News Radio Interviews Donald Trump for His Radio Show - October 23, 2024",https://player.vimeo.com/video/1022607840,Trump-Vance Republican ticket on election day?,0.5052018761634827,2024-10-23
"Interview: Brian Kilmeade of Fox News Radio Interviews Donald Trump for His Radio Show - October 23, 2024",https://player.vimeo.com/video/1022607840,Will the election be called on Nov 5?,0.4847796559333801,2024-10-23
"Interview: Brian Kilmeade of Fox News Radio Interviews Donald Trump for His Radio Show - October 23, 2024",https://player.vimeo.com/video/1022607840,Trump in jail before election day?,0.4714607000350952,2024-10-23
"Interview: Brian Kilmeade of Fox News Radio Interviews Donald Trump for His Radio Show - October 23, 2024",https://player.vimeo.com/video/1022607840,Will Trump lead in RCP on Oct 25?,0.4580228924751282,2024-10-23
"Interview: Brian Kilmeade of Fox News Radio Interviews Donald Trump for His Radio Show - October 23, 2024",https://player.vimeo.com/video/1022607840,"Will Trump say ""Vote"" 15 or more times during Georgia rally on October 23?",0.44607847929000854,2024-10-23
"Interview: Brian Kilmeade of Fox News Radio Interviews Donald Trump for His Radio Show - October 23, 2024",https://player.vimeo.com/video/1022607840,Trump election interference trial doesn't start before November?,0.44331273436546326,2024-10-23
"Interview: Brian Kilmeade of Fox News Radio Interviews Donald Trump for His Radio Show - October 23, 2024",https://player.vimeo.com/video/1022607840,Will Donald Trump win the 2024 US Presidential Election?,0.42195069789886475,2024-10-23
"Interview: Brian Kilmeade of Fox News Radio Interviews Donald Trump for His Radio Show - October 23, 2024",https://player.vimeo.com/video/1022607840,Will Trump election interference trial start in September or October?,0.41953355073928833,2024-10-23
"Interview: Chris Salcedo of Newsmax Interviews Donald Trump - October 12, 2024",https://player.vimeo.com/video/1019862157,Trump and Harris agree to Fox News debate?,0.40338706970214844,2024-10-12
"Interview: Chris Salcedo of Newsmax Interviews Donald Trump - October 12, 2024",https://player.vimeo.com/video/1019862157,"Will Trump say ""border"" 20 or more times during California rally on October 12?",0.4001427888870239,2024-10-12
"Interview: Chris Salcedo of Newsmax Interviews Donald Trump - October 12, 2024",https://player.vimeo.com/video/1019862157,"Will Trump say ""border"" 20 or more times during Arizona rally on October 13?",0.4000609219074249,2024-10-12
"Interview: Dan Bongino Interviews Donald Trump on His Syndicated Radio Show - January 16, 2025",https://player.vimeo.com/video/1048652864,Will Trump tweet on inauguration day?,0.4384543299674988,2025-01-16
"Interview: Dan Bongino Interviews Donald Trump on His Syndicated Radio Show - January 16, 2025",https://player.vimeo.com/video/1048652864,Trump ends Gaza war in first 100 days?,0.4204237163066864,2025-01-16
"Interview: Dan Bongino Interviews Donald Trump on His Syndicated Radio Show - October 18, 2024",https://player.vimeo.com/video/1021786925,Donald & Melania Trump divorce before election?,0.47495394945144653,2024-10-18
"Interview: Dan Bongino Interviews Donald Trump on His Syndicated Radio Show - October 18, 2024",https://player.vimeo.com/video/1021786925,Will Donald Trump win the popular vote in the 2024 Presidential Election?,0.4411705732345581,2024-10-18
"Interview: Dan Bongino Interviews Donald Trump on His Syndicated Radio Show - October 18, 2024",https://player.vimeo.com/video/1021786925,Will Donald Trump win the 2024 US Presidential Election?,0.43240222334861755,2024-10-18
"Interview: Dan Bongino Interviews Donald Trump on His Syndicated Radio Show - October 18, 2024",https://player.vimeo.com/video/1021786925,Trump eligible to vote in the election?,0.4100848138332367,2024-10-18
"Interview: Dan Bongino Interviews Donald Trump on His Syndicated Radio Show - October 18, 2024",https://player.vimeo.com/video/1021786925,Trump-Vance Republican ticket on election day?,0.40570884943008423,2024-10-18
"Interview: Donald Trump Attends a Campaign Town Hall in Oaks, Pennsylvania - October 14, 2024",https://player.vimeo.com/video/1019795332,Trump fires campaign manager?,0.43461695313453674,2024-10-14
"Interview: Donald Trump Holds a Campaign Town Hall in Fayetteville, North Carolina - October 4, 2024",https://player.vimeo.com/video/1017947386,"Will Trump say ""Hezbollah"" during North Carolina town hall?",0.5141533613204956,2024-10-04
"Interview: Donald Trump Holds a Campaign Town Hall in Fayetteville, North Carolina - October 4, 2024",https://player.vimeo.com/video/1017947386,"Will Trump say ""tax queen"" during North Carolina town hall?",0.4669734239578247,2024-10-04
"Interview: Donald Trump Holds a Campaign Town Hall in Fayetteville, North Carolina - October 4, 2024",https://player.vimeo.com/video/1017947386,"Will Trump say ""crypto"" or ""Bitcoin"" during North Carolina town hall?",0.46412867307662964,2024-10-04
"Interview: Donald Trump Holds a Campaign Town Hall in Fayetteville, North Carolina - October 4, 2024",https://player.vimeo.com/video/1017947386,"Will Trump say ""trans"" during North Carolina town hall?",0.46117132902145386,2024-10-04
"Interview: Donald Trump Holds a Campaign Town Hall in Fayetteville, North Carolina - October 4, 2024",https://player.vimeo.com/video/1017947386,"Will Trump say ""illegal alien"" during North Carolina town hall?",0.457475483417511,2024-10-04
"Interview: Donald Trump Holds a Campaign Town Hall in Fayetteville, North Carolina - October 4, 2024",https://player.vimeo.com/video/1017947386,"Will Trump say ""Kamala"" 40 or more times during North Carolina town hall?",0.44792643189430237,2024-10-04
"Interview: Donald Trump Holds a Campaign Town Hall in Fayetteville, North Carolina - October 4, 2024",https://player.vimeo.com/video/1017947386,"Will Trump say ""MAGA"" 3 or more times during North Carolina town hall?",0.42677533626556396,2024-10-04
"Interview: Donald Trump Holds a Campaign Town Hall in Fayetteville, North Carolina - October 4, 2024",https://player.vimeo.com/video/1017947386,Kamala flips a 2020 Trump state?,0.4264485239982605,2024-10-04
"Interview: Donald Trump Holds a Campaign Town Hall in Fayetteville, North Carolina - October 4, 2024",https://player.vimeo.com/video/1017947386,"Will Trump say ""tampon"" during North Carolina town hall?",0.4187602996826172,2024-10-04
"Interview: Donald Trump Holds a Campaign Town Hall in Fayetteville, North Carolina - October 4, 2024",https://player.vimeo.com/video/1017947386,"Will Trump say ""border"" 30 or more times during North Carolina town hall?",0.41494134068489075,2024-10-04
"Interview: Donald Trump Holds a Campaign Town Hall in Fayetteville, North Carolina - October 4, 2024",https://player.vimeo.com/video/1017947386,"Will Trump say ""border"" 20 or more times during North Carolina town hall?",0.41302865743637085,2024-10-04
"Interview: Donald Trump Holds a Campaign Town Hall in Fayetteville, North Carolina - October 4, 2024",https://player.vimeo.com/video/1017947386,Will Trump mention $MAGA before Election?,0.40791624784469604,2024-10-04
"Interview: Donald Trump Holds a Campaign Town Hall in Fayetteville, North Carolina - October 4, 2024",https://player.vimeo.com/video/1017947386,"Will Trump say ""President Xi"" 2 or more times during North Carolina town hall?",0.40382805466651917,2024-10-04
"Interview: Donald Trump Holds a Town-Hall Style Rally in Lancaster, Pennsylvania - October 20, 2024",https://player.vimeo.com/video/1021787366,"Will Trump say ""McDonald's"" during Pennsylvania rally on October 19?",0.5567994713783264,2024-10-20
"Interview: Donald Trump Holds a Town-Hall Style Rally in Lancaster, Pennsylvania - October 20, 2024",https://player.vimeo.com/video/1021787366,"Will Trump say ""Starlink"" during Pennsylvania rally on October 19?",0.4342882037162781,2024-10-20
"Interview: Donald Trump Holds a Town-Hall Style Rally in Lancaster, Pennsylvania - October 20, 2024",https://player.vimeo.com/video/1021787366,"Will Trump say ""border"" 20 or more times during Pennsylvania rally on October 19?",0.43034717440605164,2024-10-20
"Interview: Donald Trump Holds a Town-Hall Style Rally in Lancaster, Pennsylvania - October 20, 2024",https://player.vimeo.com/video/1021787366,"Will Trump say ""border"" 30 or more times during Pennsylvania rally on October 19?",0.4233046770095825,2024-10-20
"Interview: Donald Trump Holds a Town-Hall Style Rally in Lancaster, Pennsylvania - October 20, 2024",https://player.vimeo.com/video/1021787366,"Will Trump say ""weave"" during Pennsylvania rally on October 19?",0.41324102878570557,2024-10-20
"Interview: Donald Trump Holds a Town-Hall Style Rally in Lancaster, Pennsylvania - October 20, 2024",https://player.vimeo.com/video/1021787366,"Will Trump say ""Trans"" during Pennsylvania rally on October 19?",0.4061482548713684,2024-10-20
"Interview: Donald Trump Sits for Questions at the National Faith Summit in Georgia - October 28, 2024",https://player.vimeo.com/video/1024197002,"Will Trump say ""Catholic"" during Georgia rally on October 28?",0.4653187394142151,2024-10-28
"Interview: Donald Trump Sits for Questions at the National Faith Summit in Georgia - October 28, 2024",https://player.vimeo.com/video/1024197002,"Will Trump say ""god"" 5 or more times during New York rally on October 27?",0.41695573925971985,2024-10-28
"Interview: Donald Trump Sits for an Interview on Fox and Friends in New York - October 18, 2024",https://player.vimeo.com/video/1021786662,Will Trump do a podcast with Hawk Tuah Girl?,0.46014612913131714,2024-10-18
"Interview: Enrique Acevedo of Univision Hosts a Town Hall with Donald Trump in Miami - October 16, 2024",https://player.vimeo.com/video/1021666520,Donald & Melania Trump divorce before election?,0.4910879135131836,2024-10-16
"Interview: Glenn Beck of Blaze TV Interviews Donald Trump on the Telephone - October 14, 2024",https://player.vimeo.com/video/1020056462,Trump nominates Elon Musk to Cabinet?,0.5897922515869141,2024-10-14
"Interview: Glenn Beck of Blaze TV Interviews Donald Trump on the Telephone - October 14, 2024",https://player.vimeo.com/video/1020056462,Trump and Harris agree to Fox News debate?,0.41040441393852234,2024-10-14
"Interview: Harris Faulker of Fox News Hosts a Town Hall with Donald Trump in Georgia - October 16, 2024",https://player.vimeo.com/video/1021636933,Will Donald Trump win the 2024 US Presidential Election?,0.48080945014953613,2024-10-16
"Interview: Harris Faulker of Fox News Hosts a Town Hall with Donald Trump in Georgia - October 16, 2024",https://player.vimeo.com/video/1021636933,Will Donald Trump win the popular vote in the 2024 Presidential Election?,0.4776257574558258,2024-10-16
"Interview: Harris Faulker of Fox News Hosts a Town Hall with Donald Trump in Georgia - October 16, 2024",https://player.vimeo.com/video/1021636933,Trump eligible to vote in the election?,0.47369906306266785,2024-10-16
"Interview: Harris Faulker of Fox News Hosts a Town Hall with Donald Trump in Georgia - October 16, 2024",https://player.vimeo.com/video/1021636933,Trump ineligible to run for President?,0.46329379081726074,2024-10-16
"Interview: Harris Faulker of Fox News Hosts a Town Hall with Donald Trump in Georgia - October 16, 2024",https://player.vimeo.com/video/1021636933,Trump nominates RFK Jr. to Cabinet?,0.4363740086555481,2024-10-16
"Interview: Harris Faulker of Fox News Hosts a Town Hall with Donald Trump in Georgia - October 16, 2024",https://player.vimeo.com/video/1021636933,Trump nominates Elon Musk to Cabinet?,0.43344855308532715,2024-10-16
"Interview: Harris Faulker of Fox News Hosts a Town Hall with Donald Trump in Georgia - October 16, 2024",https://player.vimeo.com/video/1021636933,Will any other Republican Politician win the popular vote in the 2024 Presidential Election?,0.42142239212989807,2024-10-16
"Interview: Harris Faulker of Fox News Hosts a Town Hall with Donald Trump in Georgia - October 16, 2024",https://player.vimeo.com/video/1021636933,Will any other Republican Politician win the 2024 US Presidential Election?,0.4214000105857849,2024-10-16
"Interview: Harris Faulker of Fox News Hosts a Town Hall with Donald Trump in Georgia - October 16, 2024",https://player.vimeo.com/video/1021636933,Will Chris Christie win the popular vote in the 2024 Presidential Election?,0.4179760813713074,2024-10-16
"Interview: Harris Faulker of Fox News Hosts a Town Hall with Donald Trump in Georgia - October 16, 2024",https://player.vimeo.com/video/1021636933,Will Chris Christie win the 2024 US Presidential Election?,0.4153035879135132,2024-10-16
"Interview: Harris Faulker of Fox News Hosts a Town Hall with Donald Trump in Georgia - October 16, 2024",https://player.vimeo.com/video/1021636933,Will RFK Jr. win the popular vote in the 2024 Presidential Election?,0.4114014804363251,2024-10-16
"Interview: Harris Faulker of Fox News Hosts a Town Hall with Donald Trump in Georgia - October 16, 2024",https://player.vimeo.com/video/1021636933,Trump gets more black voters than in 2020?,0.4106479585170746,2024-10-16
"Interview: Harris Faulker of Fox News Hosts a Town Hall with Donald Trump in Georgia - October 16, 2024",https://player.vimeo.com/video/1021636933,Will Trump drop out of presidential race?,0.4047805666923523,2024-10-16
"Interview: Hugh Hewitt Interviews Donald Trump on His Radio and Podcast Show - October 24, 2024",https://player.vimeo.com/video/1023842644,"Will Trump say ""China"" 5 or more times during New York rally on October 27?",0.43413829803466797,2024-10-24
"Interview: Hugh Hewitt Interviews Donald Trump on His Radio and Podcast Show - October 24, 2024",https://player.vimeo.com/video/1023842644,"Will Trump say ""China"" 10 or more times during Georgia rally on October 23?",0.4020577073097229,2024-10-24
"Interview: Hugh Hewitt Interviews Donald Trump on His Radio and Podcast Show - October 7, 2024",https://player.vimeo.com/video/1017808562,Trump and Harris agree to Fox News debate?,0.45884793996810913,2024-10-07
"Interview: Hugh Hewitt Interviews Donald Trump on His Radio and Podcast Show - October 7, 2024",https://player.vimeo.com/video/1017808562,Will Trump tweet 5-9 times October 4-11?,0.4238298535346985,2024-10-07
"Interview: Hugh Hewitt Interviews Donald Trump on His Radio and Podcast Show - October 7, 2024",https://player.vimeo.com/video/1017808562,Will Trump tweet 10-14 times October 4-11?,0.41025760769844055,2024-10-07
"Interview: Joe Rogan Interviews Donald Trump for His Podcast in Austin, Texas - October 25, 2024",https://player.vimeo.com/video/1023851553,Will Trump go on Joe Rogan before election?,0.5453710556030273,2024-10-25
